visit_id,cookie_id,page_id,event_type,sequence_number,event_time,date,time
495f21,599af0,1,1,1,30-01-2020 02:40,30-01-2020,02:40:00
495f21,599af0,2,1,2,30-01-2020 02:40,30-01-2020,02:40:00
495f21,599af0,4,1,3,30-01-2020 02:40,30-01-2020,02:40:00
495f21,599af0,4,2,4,30-01-2020 02:40,30-01-2020,02:40:00
495f21,599af0,6,1,5,30-01-2020 02:41,30-01-2020,02:41:00
495f21,599af0,6,2,6,30-01-2020 02:41,30-01-2020,02:41:00
495f21,599af0,8,1,7,30-01-2020 02:41,30-01-2020,02:41:00
495f21,599af0,12,1,8,30-01-2020 02:41,30-01-2020,02:41:00
495f21,599af0,13,3,9,30-01-2020 02:42,30-01-2020,02:42:00
ae4265,73fc72,1,1,1,03-02-2020 18:02,03-02-2020,18:02:00
ae4265,73fc72,2,1,2,03-02-2020 18:03,03-02-2020,18:03:00
ae4265,73fc72,3,1,3,03-02-2020 18:03,03-02-2020,18:03:00
ae4265,73fc72,7,1,4,03-02-2020 18:03,03-02-2020,18:03:00
ae4265,73fc72,7,2,5,03-02-2020 18:04,03-02-2020,18:04:00
ae4265,73fc72,8,1,6,03-02-2020 18:05,03-02-2020,18:05:00
ae4265,73fc72,8,2,7,03-02-2020 18:05,03-02-2020,18:05:00
ae4265,73fc72,9,1,8,03-02-2020 18:05,03-02-2020,18:05:00
ae4265,73fc72,9,2,9,03-02-2020 18:06,03-02-2020,18:06:00
ae4265,73fc72,10,1,10,03-02-2020 18:07,03-02-2020,18:07:00
ae4265,73fc72,10,2,11,03-02-2020 18:07,03-02-2020,18:07:00
ae4265,73fc72,11,1,12,03-02-2020 18:07,03-02-2020,18:07:00
ae4265,73fc72,11,2,13,03-02-2020 18:07,03-02-2020,18:07:00
ae4265,73fc72,12,1,14,03-02-2020 18:08,03-02-2020,18:08:00
ae4265,73fc72,13,3,15,03-02-2020 18:09,03-02-2020,18:09:00
404c0f,0fc658,1,1,1,05-02-2020 06:26,05-02-2020,06:26:00
404c0f,0fc658,4,1,2,05-02-2020 06:26,05-02-2020,06:26:00
404c0f,0fc658,4,2,3,05-02-2020 06:26,05-02-2020,06:26:00
404c0f,0fc658,5,1,4,05-02-2020 06:26,05-02-2020,06:26:00
404c0f,0fc658,5,2,5,05-02-2020 06:27,05-02-2020,06:27:00
404c0f,0fc658,9,1,6,05-02-2020 06:27,05-02-2020,06:27:00
404c0f,0fc658,9,2,7,05-02-2020 06:27,05-02-2020,06:27:00
404c0f,0fc658,12,1,8,05-02-2020 06:27,05-02-2020,06:27:00
404c0f,0fc658,13,3,9,05-02-2020 06:28,05-02-2020,06:28:00
fd85b9,24588,1,1,1,07-01-2020 17:56,07-01-2020,17:56:00
fd85b9,24588,2,1,2,07-01-2020 17:56,07-01-2020,17:56:00
fd85b9,24588,4,1,3,07-01-2020 17:56,07-01-2020,17:56:00
fd85b9,24588,6,1,4,07-01-2020 17:57,07-01-2020,17:57:00
fd85b9,24588,11,1,5,07-01-2020 17:58,07-01-2020,17:58:00
a046fe,85a77b,1,1,1,24-02-2020 22:29,24-02-2020,22:29:00
a046fe,85a77b,2,1,2,24-02-2020 22:29,24-02-2020,22:29:00
a046fe,85a77b,3,1,3,24-02-2020 22:30,24-02-2020,22:30:00
a046fe,85a77b,3,2,4,24-02-2020 22:31,24-02-2020,22:31:00
a046fe,85a77b,4,1,5,24-02-2020 22:31,24-02-2020,22:31:00
a046fe,85a77b,4,2,6,24-02-2020 22:31,24-02-2020,22:31:00
a046fe,85a77b,5,1,7,24-02-2020 22:32,24-02-2020,22:32:00
a046fe,85a77b,9,1,8,24-02-2020 22:33,24-02-2020,22:33:00
a046fe,85a77b,9,2,9,24-02-2020 22:33,24-02-2020,22:33:00
a046fe,85a77b,12,1,10,24-02-2020 22:34,24-02-2020,22:34:00
a046fe,85a77b,13,3,11,24-02-2020 22:35,24-02-2020,22:35:00
85afea,9ef039,1,1,1,03-03-2020 22:06,03-03-2020,22:06:00
85afea,9ef039,3,1,2,03-03-2020 22:07,03-03-2020,22:07:00
85afea,9ef039,8,1,3,03-03-2020 22:08,03-03-2020,22:08:00
85afea,9ef039,8,2,4,03-03-2020 22:09,03-03-2020,22:09:00
85afea,9ef039,9,1,5,03-03-2020 22:09,03-03-2020,22:09:00
85afea,9ef039,9,2,6,03-03-2020 22:10,03-03-2020,22:10:00
85afea,9ef039,11,1,7,03-03-2020 22:10,03-03-2020,22:10:00
85afea,9ef039,11,2,8,03-03-2020 22:10,03-03-2020,22:10:00
85afea,9ef039,12,1,9,03-03-2020 22:10,03-03-2020,22:10:00
ccc885,5a6b2b,1,1,1,29-03-2020 19:09,29-03-2020,19:09:00
ccc885,5a6b2b,2,1,2,29-03-2020 19:09,29-03-2020,19:09:00
ccc885,5a6b2b,4,1,3,29-03-2020 19:10,29-03-2020,19:10:00
ccc885,5a6b2b,4,2,4,29-03-2020 19:11,29-03-2020,19:11:00
ccc885,5a6b2b,7,1,5,29-03-2020 19:11,29-03-2020,19:11:00
ccc885,5a6b2b,8,1,6,29-03-2020 19:12,29-03-2020,19:12:00
ccc885,5a6b2b,8,2,7,29-03-2020 19:13,29-03-2020,19:13:00
ccc885,5a6b2b,12,1,8,29-03-2020 19:13,29-03-2020,19:13:00
12d8f5,fa1681,1,1,1,13-02-2020 01:37,13-02-2020,01:37:00
12d8f5,fa1681,2,1,2,13-02-2020 01:37,13-02-2020,01:37:00
12d8f5,fa1681,9,1,3,13-02-2020 01:37,13-02-2020,01:37:00
12d8f5,fa1681,9,2,4,13-02-2020 01:38,13-02-2020,01:38:00
9eb3c0,f752fb,1,1,1,08-02-2020 17:39,08-02-2020,17:39:00
9eb3c0,f752fb,4,1,2,08-02-2020 17:39,08-02-2020,17:39:00
9eb3c0,f752fb,4,2,3,08-02-2020 17:40,08-02-2020,17:40:00
9eb3c0,f752fb,6,1,4,08-02-2020 17:40,08-02-2020,17:40:00
9eb3c0,f752fb,8,1,5,08-02-2020 17:40,08-02-2020,17:40:00
9eb3c0,f752fb,11,1,6,08-02-2020 17:40,08-02-2020,17:40:00
9eb3c0,f752fb,11,2,7,08-02-2020 17:41,08-02-2020,17:41:00
9eb3c0,f752fb,12,1,8,08-02-2020 17:42,08-02-2020,17:42:00
9eb3c0,f752fb,13,3,9,08-02-2020 17:42,08-02-2020,17:42:00
b19771,3d502b,1,1,1,16-03-2020 23:46,16-03-2020,23:46:00
b19771,3d502b,2,1,2,16-03-2020 23:46,16-03-2020,23:46:00
b19771,3d502b,4,1,3,16-03-2020 23:47,16-03-2020,23:47:00
b19771,3d502b,4,2,4,16-03-2020 23:47,16-03-2020,23:47:00
b19771,3d502b,7,1,5,16-03-2020 23:48,16-03-2020,23:48:00
b19771,3d502b,7,2,6,16-03-2020 23:48,16-03-2020,23:48:00
b19771,3d502b,8,1,7,16-03-2020 23:48,16-03-2020,23:48:00
b19771,3d502b,10,1,8,16-03-2020 23:48,16-03-2020,23:48:00
b19771,3d502b,11,1,9,16-03-2020 23:49,16-03-2020,23:49:00
b19771,3d502b,12,1,10,16-03-2020 23:49,16-03-2020,23:49:00
b19771,3d502b,13,3,11,16-03-2020 23:50,16-03-2020,23:50:00
f75227,0aedd9,1,1,1,05-03-2020 13:28,05-03-2020,13:28:00
f75227,0aedd9,2,1,2,05-03-2020 13:28,05-03-2020,13:28:00
f75227,0aedd9,4,1,3,05-03-2020 13:29,05-03-2020,13:29:00
f75227,0aedd9,6,1,4,05-03-2020 13:29,05-03-2020,13:29:00
f75227,0aedd9,8,1,5,05-03-2020 13:29,05-03-2020,13:29:00
f75227,0aedd9,10,1,6,05-03-2020 13:29,05-03-2020,13:29:00
f75227,0aedd9,11,1,7,05-03-2020 13:30,05-03-2020,13:30:00
e6fae5,6f0d75,1,1,1,30-01-2020 05:09,30-01-2020,05:09:00
e6fae5,6f0d75,2,1,2,30-01-2020 05:09,30-01-2020,05:09:00
e6fae5,6f0d75,5,1,3,30-01-2020 05:10,30-01-2020,05:10:00
e6fae5,6f0d75,5,2,4,30-01-2020 05:11,30-01-2020,05:11:00
e6fae5,6f0d75,6,1,5,30-01-2020 05:11,30-01-2020,05:11:00
e6fae5,6f0d75,6,2,6,30-01-2020 05:11,30-01-2020,05:11:00
e6fae5,6f0d75,8,1,7,30-01-2020 05:11,30-01-2020,05:11:00
e6fae5,6f0d75,8,2,8,30-01-2020 05:11,30-01-2020,05:11:00
e6fae5,6f0d75,9,1,9,30-01-2020 05:11,30-01-2020,05:11:00
e6fae5,6f0d75,9,2,10,30-01-2020 05:12,30-01-2020,05:12:00
e6fae5,6f0d75,10,1,11,30-01-2020 05:13,30-01-2020,05:13:00
e6fae5,6f0d75,12,1,12,30-01-2020 05:13,30-01-2020,05:13:00
e6fae5,6f0d75,13,3,13,30-01-2020 05:14,30-01-2020,05:14:00
70e96a,b4e9a5,1,1,1,29-01-2020 01:01,29-01-2020,01:01:00
70e96a,b4e9a5,5,1,2,29-01-2020 01:01,29-01-2020,01:01:00
70e96a,b4e9a5,6,1,3,29-01-2020 01:02,29-01-2020,01:02:00
70e96a,b4e9a5,6,2,4,29-01-2020 01:03,29-01-2020,01:03:00
70e96a,b4e9a5,7,1,5,29-01-2020 01:03,29-01-2020,01:03:00
70e96a,b4e9a5,10,1,6,29-01-2020 01:04,29-01-2020,01:04:00
c6d336,f404ac,1,1,1,28-02-2020 00:14,28-02-2020,00:14:00
c6d336,f404ac,2,1,2,28-02-2020 00:15,28-02-2020,00:15:00
c6d336,f404ac,6,1,3,28-02-2020 00:15,28-02-2020,00:15:00
c6d336,f404ac,9,1,4,28-02-2020 00:16,28-02-2020,00:16:00
c6d336,f404ac,9,2,5,28-02-2020 00:17,28-02-2020,00:17:00
c6d336,f404ac,10,1,6,28-02-2020 00:17,28-02-2020,00:17:00
c6d336,f404ac,10,2,7,28-02-2020 00:17,28-02-2020,00:17:00
c6d336,f404ac,11,1,8,28-02-2020 00:18,28-02-2020,00:18:00
c6d336,f404ac,11,2,9,28-02-2020 00:18,28-02-2020,00:18:00
43a666,8fbd57,1,1,1,19-02-2020 12:55,19-02-2020,12:55:00
43a666,8fbd57,2,1,2,19-02-2020 12:55,19-02-2020,12:55:00
43a666,8fbd57,3,1,3,19-02-2020 12:55,19-02-2020,12:55:00
43a666,8fbd57,3,2,4,19-02-2020 12:55,19-02-2020,12:55:00
43a666,8fbd57,6,1,5,19-02-2020 12:56,19-02-2020,12:56:00
43a666,8fbd57,6,2,6,19-02-2020 12:57,19-02-2020,12:57:00
43a666,8fbd57,8,1,7,19-02-2020 12:57,19-02-2020,12:57:00
43a666,8fbd57,8,2,8,19-02-2020 12:57,19-02-2020,12:57:00
43a666,8fbd57,11,1,9,19-02-2020 12:58,19-02-2020,12:58:00
43a666,8fbd57,11,2,10,19-02-2020 12:58,19-02-2020,12:58:00
def5d4,fe0154,1,1,1,23-01-2020 16:24,23-01-2020,16:24:00
def5d4,fe0154,2,1,2,23-01-2020 16:25,23-01-2020,16:25:00
def5d4,fe0154,3,1,3,23-01-2020 16:25,23-01-2020,16:25:00
def5d4,fe0154,6,1,4,23-01-2020 16:26,23-01-2020,16:26:00
def5d4,fe0154,7,1,5,23-01-2020 16:26,23-01-2020,16:26:00
def5d4,fe0154,8,1,6,23-01-2020 16:26,23-01-2020,16:26:00
def5d4,fe0154,9,1,7,23-01-2020 16:27,23-01-2020,16:27:00
def5d4,fe0154,9,2,8,23-01-2020 16:27,23-01-2020,16:27:00
def5d4,fe0154,10,1,9,23-01-2020 16:28,23-01-2020,16:28:00
def5d4,fe0154,12,1,10,23-01-2020 16:28,23-01-2020,16:28:00
def5d4,fe0154,13,3,11,23-01-2020 16:29,23-01-2020,16:29:00
3ac3eb,749717,1,1,1,04-02-2020 11:21,04-02-2020,11:21:00
3ac3eb,749717,2,1,2,04-02-2020 11:21,04-02-2020,11:21:00
3ac3eb,749717,4,1,3,04-02-2020 11:22,04-02-2020,11:22:00
3ac3eb,749717,5,1,4,04-02-2020 11:22,04-02-2020,11:22:00
3ac3eb,749717,5,2,5,04-02-2020 11:23,04-02-2020,11:23:00
3ac3eb,749717,9,1,6,04-02-2020 11:23,04-02-2020,11:23:00
3ac3eb,749717,10,1,7,04-02-2020 11:24,04-02-2020,11:24:00
3ac3eb,749717,10,2,8,04-02-2020 11:25,04-02-2020,11:25:00
3ac3eb,749717,12,1,9,04-02-2020 11:26,04-02-2020,11:26:00
3ac3eb,749717,13,3,10,04-02-2020 11:26,04-02-2020,11:26:00
23e0c5,c53d1a,1,1,1,29-01-2020 08:12,29-01-2020,08:12:00
23e0c5,c53d1a,2,1,2,29-01-2020 08:13,29-01-2020,08:13:00
23e0c5,c53d1a,3,1,3,29-01-2020 08:13,29-01-2020,08:13:00
23e0c5,c53d1a,5,1,4,29-01-2020 08:14,29-01-2020,08:14:00
23e0c5,c53d1a,5,2,5,29-01-2020 08:14,29-01-2020,08:14:00
23e0c5,c53d1a,6,1,6,29-01-2020 08:15,29-01-2020,08:15:00
23e0c5,c53d1a,12,1,7,29-01-2020 08:16,29-01-2020,08:16:00
23e0c5,c53d1a,13,3,8,29-01-2020 08:17,29-01-2020,08:17:00
4d15e0,74119e,1,1,1,03-02-2020 21:09,03-02-2020,21:09:00
4d15e0,74119e,2,1,2,03-02-2020 21:09,03-02-2020,21:09:00
4d15e0,74119e,4,1,3,03-02-2020 21:10,03-02-2020,21:10:00
4d15e0,74119e,4,2,4,03-02-2020 21:11,03-02-2020,21:11:00
4d15e0,74119e,6,1,5,03-02-2020 21:11,03-02-2020,21:11:00
4d15e0,74119e,6,2,6,03-02-2020 21:11,03-02-2020,21:11:00
4d15e0,74119e,9,1,7,03-02-2020 21:12,03-02-2020,21:12:00
4d15e0,74119e,10,1,8,03-02-2020 21:12,03-02-2020,21:12:00
4d15e0,74119e,11,1,9,03-02-2020 21:13,03-02-2020,21:13:00
4d15e0,74119e,11,2,10,03-02-2020 21:13,03-02-2020,21:13:00
4d15e0,74119e,12,1,11,03-02-2020 21:14,03-02-2020,21:14:00
4d15e0,74119e,13,3,12,03-02-2020 21:15,03-02-2020,21:15:00
aece38,b581b0,1,1,1,02-03-2020 01:13,02-03-2020,01:13:00
aece38,b581b0,4,1,2,02-03-2020 01:14,02-03-2020,01:14:00
aece38,b581b0,6,1,3,02-03-2020 01:15,02-03-2020,01:15:00
aece38,b581b0,6,2,4,02-03-2020 01:15,02-03-2020,01:15:00
aece38,b581b0,7,1,5,02-03-2020 01:16,02-03-2020,01:16:00
aece38,b581b0,7,2,6,02-03-2020 01:16,02-03-2020,01:16:00
aece38,b581b0,10,1,7,02-03-2020 01:16,02-03-2020,01:16:00
aece38,b581b0,11,1,8,02-03-2020 01:17,02-03-2020,01:17:00
aece38,b581b0,11,2,9,02-03-2020 01:17,02-03-2020,01:17:00
aece38,b581b0,12,1,10,02-03-2020 01:18,02-03-2020,01:18:00
457c9e,24f5a5,1,1,1,15-02-2020 19:23,15-02-2020,19:23:00
457c9e,24f5a5,2,1,2,15-02-2020 19:23,15-02-2020,19:23:00
457c9e,24f5a5,7,1,3,15-02-2020 19:23,15-02-2020,19:23:00
457c9e,24f5a5,7,2,4,15-02-2020 19:24,15-02-2020,19:24:00
457c9e,24f5a5,8,1,5,15-02-2020 19:24,15-02-2020,19:24:00
457c9e,24f5a5,8,2,6,15-02-2020 19:24,15-02-2020,19:24:00
457c9e,24f5a5,11,1,7,15-02-2020 19:25,15-02-2020,19:25:00
457c9e,24f5a5,11,2,8,15-02-2020 19:25,15-02-2020,19:25:00
457c9e,24f5a5,12,1,9,15-02-2020 19:26,15-02-2020,19:26:00
8697ad,f21200,1,1,1,19-01-2020 08:40,19-01-2020,08:40:00
8697ad,f21200,2,1,2,19-01-2020 08:41,19-01-2020,08:41:00
8697ad,f21200,4,1,3,19-01-2020 08:41,19-01-2020,08:41:00
8697ad,f21200,4,2,4,19-01-2020 08:42,19-01-2020,08:42:00
8697ad,f21200,5,1,5,19-01-2020 08:42,19-01-2020,08:42:00
8697ad,f21200,5,2,6,19-01-2020 08:43,19-01-2020,08:43:00
8697ad,f21200,8,1,7,19-01-2020 08:44,19-01-2020,08:44:00
8697ad,f21200,8,2,8,19-01-2020 08:44,19-01-2020,08:44:00
8697ad,f21200,9,1,9,19-01-2020 08:44,19-01-2020,08:44:00
8697ad,f21200,9,2,10,19-01-2020 08:45,19-01-2020,08:45:00
8697ad,f21200,11,1,11,19-01-2020 08:45,19-01-2020,08:45:00
8697ad,f21200,11,2,12,19-01-2020 08:46,19-01-2020,08:46:00
8697ad,f21200,12,1,13,19-01-2020 08:47,19-01-2020,08:47:00
8697ad,f21200,13,3,14,19-01-2020 08:47,19-01-2020,08:47:00
33395b,ecaa5f,1,1,1,04-03-2020 19:01,04-03-2020,19:01:00
33395b,ecaa5f,2,1,2,04-03-2020 19:02,04-03-2020,19:02:00
33395b,ecaa5f,5,1,3,04-03-2020 19:02,04-03-2020,19:02:00
33395b,ecaa5f,9,1,4,04-03-2020 19:03,04-03-2020,19:03:00
882d14,d619e4,1,1,1,21-01-2020 06:27,21-01-2020,06:27:00
882d14,d619e4,4,1,2,21-01-2020 06:27,21-01-2020,06:27:00
882d14,d619e4,4,2,3,21-01-2020 06:27,21-01-2020,06:27:00
882d14,d619e4,6,1,4,21-01-2020 06:28,21-01-2020,06:28:00
882d14,d619e4,11,1,5,21-01-2020 06:28,21-01-2020,06:28:00
882d14,d619e4,11,2,6,21-01-2020 06:29,21-01-2020,06:29:00
882d14,d619e4,12,1,7,21-01-2020 06:30,21-01-2020,06:30:00
882d14,d619e4,13,3,8,21-01-2020 06:31,21-01-2020,06:31:00
ad6e3f,dbc5fe,1,1,1,03-03-2020 22:35,03-03-2020,22:35:00
ad6e3f,dbc5fe,2,1,2,03-03-2020 22:36,03-03-2020,22:36:00
ad6e3f,dbc5fe,3,1,3,03-03-2020 22:36,03-03-2020,22:36:00
ad6e3f,dbc5fe,3,2,4,03-03-2020 22:36,03-03-2020,22:36:00
ad6e3f,dbc5fe,5,1,5,03-03-2020 22:37,03-03-2020,22:37:00
ad6e3f,dbc5fe,5,2,6,03-03-2020 22:37,03-03-2020,22:37:00
ad6e3f,dbc5fe,6,1,7,03-03-2020 22:38,03-03-2020,22:38:00
ad6e3f,dbc5fe,6,2,8,03-03-2020 22:39,03-03-2020,22:39:00
ad6e3f,dbc5fe,7,1,9,03-03-2020 22:39,03-03-2020,22:39:00
ad6e3f,dbc5fe,8,1,10,03-03-2020 22:40,03-03-2020,22:40:00
ad6e3f,dbc5fe,10,1,11,03-03-2020 22:40,03-03-2020,22:40:00
ad6e3f,dbc5fe,12,1,12,03-03-2020 22:41,03-03-2020,22:41:00
6.61E+06,575c62,1,1,1,11-02-2020 12:48,11-02-2020,12:48:00
6.61E+06,575c62,2,1,2,11-02-2020 12:49,11-02-2020,12:49:00
6.61E+06,575c62,5,1,3,11-02-2020 12:49,11-02-2020,12:49:00
6.61E+06,575c62,5,2,4,11-02-2020 12:50,11-02-2020,12:50:00
6.61E+06,575c62,9,1,5,11-02-2020 12:51,11-02-2020,12:51:00
6.61E+06,575c62,9,2,6,11-02-2020 12:52,11-02-2020,12:52:00
6.61E+06,575c62,10,1,7,11-02-2020 12:52,11-02-2020,12:52:00
6.61E+06,575c62,11,1,8,11-02-2020 12:53,11-02-2020,12:53:00
6.61E+06,575c62,11,2,9,11-02-2020 12:54,11-02-2020,12:54:00
6.61E+06,575c62,12,1,10,11-02-2020 12:54,11-02-2020,12:54:00
6.61E+06,575c62,13,3,11,11-02-2020 12:55,11-02-2020,12:55:00
0dc56a,fb0702,1,1,1,27-01-2020 23:38,27-01-2020,23:38:00
0dc56a,fb0702,2,1,2,27-01-2020 23:38,27-01-2020,23:38:00
0dc56a,fb0702,6,1,3,27-01-2020 23:39,27-01-2020,23:39:00
0dc56a,fb0702,6,2,4,27-01-2020 23:40,27-01-2020,23:40:00
0dc56a,fb0702,9,1,5,27-01-2020 23:40,27-01-2020,23:40:00
0dc56a,fb0702,9,2,6,27-01-2020 23:41,27-01-2020,23:41:00
0dc56a,fb0702,11,1,7,27-01-2020 23:42,27-01-2020,23:42:00
0dc56a,fb0702,12,1,8,27-01-2020 23:42,27-01-2020,23:42:00
0dc56a,fb0702,13,3,9,27-01-2020 23:43,27-01-2020,23:43:00
e99a81,368f87,1,1,1,25-02-2020 01:58,25-02-2020,01:58:00
e99a81,368f87,2,1,2,25-02-2020 01:59,25-02-2020,01:59:00
e99a81,368f87,5,1,3,25-02-2020 01:59,25-02-2020,01:59:00
e99a81,368f87,8,1,4,25-02-2020 02:00,25-02-2020,02:00:00
e99a81,368f87,8,2,5,25-02-2020 02:01,25-02-2020,02:01:00
e99a81,368f87,12,1,6,25-02-2020 02:02,25-02-2020,02:02:00
e99a81,368f87,13,3,7,25-02-2020 02:03,25-02-2020,02:03:00
fa8381,061fca,1,1,1,05-03-2020 12:58,05-03-2020,12:58:00
fa8381,061fca,2,1,2,05-03-2020 12:58,05-03-2020,12:58:00
fa8381,061fca,5,1,3,05-03-2020 12:59,05-03-2020,12:59:00
fa8381,061fca,5,2,4,05-03-2020 12:59,05-03-2020,12:59:00
fa8381,061fca,6,1,5,05-03-2020 13:00,05-03-2020,13:00:00
fa8381,061fca,8,1,6,05-03-2020 13:00,05-03-2020,13:00:00
fa8381,061fca,8,2,7,05-03-2020 13:00,05-03-2020,13:00:00
fa8381,061fca,10,1,8,05-03-2020 13:01,05-03-2020,13:01:00
08ad42,0eecbb,1,1,1,28-02-2020 06:28,28-02-2020,06:28:00
08ad42,0eecbb,3,1,2,28-02-2020 06:29,28-02-2020,06:29:00
08ad42,0eecbb,5,1,3,28-02-2020 06:29,28-02-2020,06:29:00
08ad42,0eecbb,7,1,4,28-02-2020 06:30,28-02-2020,06:30:00
08ad42,0eecbb,8,1,5,28-02-2020 06:30,28-02-2020,06:30:00
08ad42,0eecbb,10,1,6,28-02-2020 06:30,28-02-2020,06:30:00
08ad42,0eecbb,11,1,7,28-02-2020 06:31,28-02-2020,06:31:00
e10d47,c3aede,1,1,1,30-01-2020 15:11,30-01-2020,15:11:00
e10d47,c3aede,2,1,2,30-01-2020 15:11,30-01-2020,15:11:00
e10d47,c3aede,5,1,3,30-01-2020 15:12,30-01-2020,15:12:00
4d80e5,4a21d7,1,1,1,03-02-2020 01:19,03-02-2020,01:19:00
4d80e5,4a21d7,2,1,2,03-02-2020 01:20,03-02-2020,01:20:00
4d80e5,4a21d7,3,1,3,03-02-2020 01:20,03-02-2020,01:20:00
4d80e5,4a21d7,3,2,4,03-02-2020 01:21,03-02-2020,01:21:00
4d80e5,4a21d7,4,1,5,03-02-2020 01:21,03-02-2020,01:21:00
4d80e5,4a21d7,4,2,6,03-02-2020 01:22,03-02-2020,01:22:00
4d80e5,4a21d7,5,1,7,03-02-2020 01:22,03-02-2020,01:22:00
4d80e5,4a21d7,7,1,8,03-02-2020 01:23,03-02-2020,01:23:00
4d80e5,4a21d7,9,1,9,03-02-2020 01:23,03-02-2020,01:23:00
4d80e5,4a21d7,9,2,10,03-02-2020 01:24,03-02-2020,01:24:00
4d80e5,4a21d7,10,1,11,03-02-2020 01:24,03-02-2020,01:24:00
4d80e5,4a21d7,11,1,12,03-02-2020 01:24,03-02-2020,01:24:00
4d80e5,4a21d7,12,1,13,03-02-2020 01:24,03-02-2020,01:24:00
4d80e5,4a21d7,13,3,14,03-02-2020 01:25,03-02-2020,01:25:00
b78502,a88c32,1,1,1,21-01-2020 05:15,21-01-2020,05:15:00
b78502,a88c32,2,1,2,21-01-2020 05:16,21-01-2020,05:16:00
b78502,a88c32,4,1,3,21-01-2020 05:16,21-01-2020,05:16:00
b78502,a88c32,4,2,4,21-01-2020 05:17,21-01-2020,05:17:00
b78502,a88c32,5,1,5,21-01-2020 05:17,21-01-2020,05:17:00
b78502,a88c32,8,1,6,21-01-2020 05:18,21-01-2020,05:18:00
b78502,a88c32,10,1,7,21-01-2020 05:19,21-01-2020,05:19:00
b78502,a88c32,10,2,8,21-01-2020 05:19,21-01-2020,05:19:00
b78502,a88c32,11,1,9,21-01-2020 05:20,21-01-2020,05:20:00
b78502,a88c32,11,2,10,21-01-2020 05:20,21-01-2020,05:20:00
b78502,a88c32,12,1,11,21-01-2020 05:21,21-01-2020,05:21:00
b78502,a88c32,13,3,12,21-01-2020 05:22,21-01-2020,05:22:00
7af4a0,eefca9,1,1,1,15-03-2020 01:22,15-03-2020,01:22:00
7af4a0,eefca9,4,1,2,15-03-2020 01:23,15-03-2020,01:23:00
7af4a0,eefca9,5,1,3,15-03-2020 01:23,15-03-2020,01:23:00
7af4a0,eefca9,5,2,4,15-03-2020 01:24,15-03-2020,01:24:00
7af4a0,eefca9,6,1,5,15-03-2020 01:25,15-03-2020,01:25:00
7af4a0,eefca9,6,2,6,15-03-2020 01:25,15-03-2020,01:25:00
7af4a0,eefca9,7,1,7,15-03-2020 01:26,15-03-2020,01:26:00
7af4a0,eefca9,7,2,8,15-03-2020 01:27,15-03-2020,01:27:00
7af4a0,eefca9,8,1,9,15-03-2020 01:27,15-03-2020,01:27:00
7af4a0,eefca9,12,1,10,15-03-2020 01:27,15-03-2020,01:27:00
7af4a0,eefca9,13,3,11,15-03-2020 01:27,15-03-2020,01:27:00
b6c3f3,6ef7b8,1,1,1,04-02-2020 04:26,04-02-2020,04:26:00
b6c3f3,6ef7b8,3,1,2,04-02-2020 04:26,04-02-2020,04:26:00
b6c3f3,6ef7b8,3,2,3,04-02-2020 04:26,04-02-2020,04:26:00
b6c3f3,6ef7b8,4,1,4,04-02-2020 04:26,04-02-2020,04:26:00
b6c3f3,6ef7b8,4,2,5,04-02-2020 04:27,04-02-2020,04:27:00
b6c3f3,6ef7b8,5,1,6,04-02-2020 04:28,04-02-2020,04:28:00
b6c3f3,6ef7b8,7,1,7,04-02-2020 04:28,04-02-2020,04:28:00
b6c3f3,6ef7b8,7,2,8,04-02-2020 04:29,04-02-2020,04:29:00
b6c3f3,6ef7b8,9,1,9,04-02-2020 04:29,04-02-2020,04:29:00
b6c3f3,6ef7b8,9,2,10,04-02-2020 04:30,04-02-2020,04:30:00
b6c3f3,6ef7b8,10,1,11,04-02-2020 04:30,04-02-2020,04:30:00
b6c3f3,6ef7b8,10,2,12,04-02-2020 04:31,04-02-2020,04:31:00
b6c3f3,6ef7b8,11,1,13,04-02-2020 04:32,04-02-2020,04:32:00
b6c3f3,6ef7b8,12,1,14,04-02-2020 04:33,04-02-2020,04:33:00
b6c3f3,6ef7b8,13,3,15,04-02-2020 04:33,04-02-2020,04:33:00
07cb4e,9124c5,1,1,1,16-01-2020 14:35,16-01-2020,14:35:00
07cb4e,9124c5,2,1,2,16-01-2020 14:35,16-01-2020,14:35:00
07cb4e,9124c5,4,1,3,16-01-2020 14:35,16-01-2020,14:35:00
07cb4e,9124c5,6,1,4,16-01-2020 14:35,16-01-2020,14:35:00
07cb4e,9124c5,7,1,5,16-01-2020 14:36,16-01-2020,14:36:00
07cb4e,9124c5,8,1,6,16-01-2020 14:37,16-01-2020,14:37:00
c76f15,274c8f,1,1,1,18-02-2020 16:42,18-02-2020,16:42:00
c76f15,274c8f,3,1,2,18-02-2020 16:43,18-02-2020,16:43:00
c76f15,274c8f,3,2,3,18-02-2020 16:44,18-02-2020,16:44:00
c76f15,274c8f,6,1,4,18-02-2020 16:44,18-02-2020,16:44:00
c76f15,274c8f,6,2,5,18-02-2020 16:44,18-02-2020,16:44:00
c76f15,274c8f,8,1,6,18-02-2020 16:45,18-02-2020,16:45:00
c76f15,274c8f,9,1,7,18-02-2020 16:45,18-02-2020,16:45:00
c76f15,274c8f,9,2,8,18-02-2020 16:45,18-02-2020,16:45:00
